Typical Measured Spectrum of Semrock FF01-650/60 Optical Filter	
1022.6	9.6072e-08
1022.8	8.8056e-08
1023.0	8.071e-08
1023.2	7.3976e-08
1023.4	6.7804e-08
1023.6	6.2147e-08
1023.8	5.6962e-08
1024.0	5.221e-08
1024.2	4.7854e-08
1024.4	4.3862e-08
1024.6	4.0202e-08
1024.8	3.6848e-08
1025.0	3.3774e-08
1025.2	4.4014e-08
1025.4	5.7358e-08
1025.6	7.4749e-08
1025.8	9.7412e-08
1026.0	1.2695e-07
1026.2	1.5281e-07
1026.4	1.682e-07
1026.6	1.8515e-07
1026.8	2.0379e-07
1027.0	2.2432e-07
1027.2	2.4691e-07
1027.4	2.7178e-07
1027.6	2.9915e-07
1027.8	3.2928e-07
1028.0	3.6245e-07
1028.2	3.9895e-07
1028.4	4.3914e-07
1028.6	4.8337e-07
1028.8	5.3205e-07
1029.0	5.8564e-07
1029.2	6.4462e-07
1029.4	7.0955e-07
1029.6	7.8101e-07
1029.8	8.3096e-07
1030.0	8.6389e-07
1030.2	8.9813e-07
1030.4	9.3373e-07
1030.6	9.7074e-07
1030.8	1.0092e-06
1031.0	1.0492e-06
1031.2	1.0908e-06
1031.4	1.134e-06
1031.6	1.179e-06
1031.8	1.2257e-06
1032.0	1.2743e-06
1032.2	1.3248e-06
1032.4	1.3773e-06
1032.6	1.4319e-06
1032.8	1.4886e-06
1033.0	1.5476e-06
1033.2	1.609e-06
1033.4	1.6049e-06
1033.6	1.5759e-06
1033.8	1.5474e-06
1034.0	1.5195e-06
1034.2	1.492e-06
1034.4	1.4651e-06
1034.6	1.4386e-06
1034.8	1.4126e-06
1035.0	1.3871e-06
1035.2	1.3621e-06
1035.4	1.3374e-06
1035.6	1.3133e-06
1035.8	1.2896e-06
1036.0	1.2663e-06
1036.2	1.2434e-06
1036.4	1.2209e-06
1036.6	1.1989e-06
1036.8	1.1772e-06
1037.0	1.1852e-06
1037.2	1.1977e-06
1037.4	1.2103e-06
1037.6	1.223e-06
1037.8	1.2359e-06
1038.0	1.2489e-06
1038.2	1.2621e-06
1038.4	1.2754e-06
1038.6	1.2888e-06
1038.8	1.3024e-06
1039.0	1.3161e-06
1039.2	1.3299e-06
1039.4	1.3439e-06
1039.6	1.3581e-06
1039.8	1.3724e-06
1040.0	1.3868e-06
1040.2	1.4014e-06
1040.4	1.4176e-06
1040.6	1.4919e-06
1040.8	1.57e-06
1041.0	1.6523e-06
1041.2	1.7388e-06
1041.4	1.8299e-06
1041.6	1.9257e-06
1041.8	2.0266e-06
1042.0	2.1327e-06
1042.2	2.2444e-06
1042.4	2.362e-06
1042.6	2.4857e-06
1042.8	2.6159e-06
1043.0	2.7529e-06
1043.2	2.897e-06
1043.4	3.0488e-06
1043.6	3.2085e-06
1043.8	3.3765e-06
1044.0	3.6746e-06
1044.2	4.6363e-06
1044.4	5.8497e-06
1044.6	7.3806e-06
1044.8	9.3122e-06
1045.0	1.1749e-05
1045.2	1.1813e-05
1045.4	1.1876e-05
1045.6	1.194e-05
1045.8	1.2004e-05
1046.0	1.2069e-05
1046.2	1.2358e-05
1046.4	1.3453e-05
1046.6	1.4645e-05
1046.8	1.5943e-05
1047.0	1.7355e-05
1047.2	1.8893e-05
1047.4	2.0568e-05
1047.6	2.239e-05
1047.8	2.4374e-05
1048.0	2.6534e-05
1048.2	2.8885e-05
1048.4	3.1445e-05
1048.6	3.4231e-05
1048.8	3.7265e-05
1049.0	4.0567e-05
1049.2	4.4161e-05
1049.4	4.8075e-05
1049.6	5.2335e-05
1049.8	5.3378e-05
1050.0	4.9061e-05
1050.2	4.5093e-05
1050.4	4.1446e-05
1050.6	3.8093e-05
1050.8	3.5012e-05
1051.0	3.218e-05
1051.2	2.9578e-05
1051.4	2.7185e-05
1051.6	2.4987e-05
1051.8	2.2966e-05
1052.0	2.1108e-05
1052.2	1.9401e-05
1052.4	1.7832e-05
1052.6	1.6389e-05
1052.8	1.5064e-05
1053.0	1.3845e-05
1053.2	1.2726e-05
1053.4	1.204e-05
1053.6	1.1671e-05
1053.8	1.1313e-05
1054.0	1.0967e-05
1054.2	1.063e-05
1054.4	1.0305e-05
1054.6	9.9886e-06
1054.8	9.6824e-06
1055.0	9.3856e-06
1055.2	9.0978e-06
1055.4	8.8189e-06
1055.6	8.5486e-06
1055.8	8.2865e-06
1056.0	8.0325e-06
1056.2	7.7862e-06
1056.4	7.5475e-06
1056.6	7.3161e-06
1056.8	7.0918e-06
1057.0	7.1252e-06
1057.2	7.2616e-06
1057.4	7.4007e-06
1057.6	7.5424e-06
1057.8	7.6868e-06
1058.0	7.834e-06
1058.2	7.984e-06
1058.4	8.1369e-06
1058.6	8.2928e-06
1058.8	8.4516e-06
1059.0	8.6134e-06
1059.2	8.7784e-06
1059.4	8.9465e-06
1059.6	9.1178e-06
1059.8	9.2924e-06
1060.0	9.4703e-06
1060.2	9.6517e-06
1060.4	9.8365e-06
1060.6	1.0282e-05
1060.8	1.078e-05
1061.0	1.1303e-05
1061.2	1.185e-05
1061.4	1.2424e-05
1061.6	1.3026e-05
1061.8	1.3657e-05
1062.0	1.4318e-05
1062.2	1.5012e-05
1062.4	1.5739e-05
1062.6	1.6501e-05
1062.8	1.7301e-05
1063.0	1.8139e-05
1063.2	1.9017e-05
1063.4	1.9938e-05
1063.6	2.0904e-05
1063.8	2.1917e-05
1064.0	2.2888e-05
1064.2	2.2844e-05
1064.4	2.2799e-05
1064.6	2.2755e-05
1064.8	2.2711e-05
1065.0	2.2667e-05
1065.2	2.2955e-05
1065.4	2.3246e-05
1065.6	2.3541e-05
1065.8	2.3839e-05
1066.0	2.4142e-05
1066.2	2.4448e-05
1066.4	2.3664e-05
1066.6	2.2861e-05
1066.8	2.2086e-05
1067.0	2.1337e-05
1067.2	2.0613e-05
1067.4	1.9914e-05
1067.6	1.9239e-05
1067.8	1.8586e-05
1068.0	1.7956e-05
1068.2	1.7347e-05
1068.4	1.6759e-05
1068.6	1.6191e-05
1068.8	1.5642e-05
1069.0	1.5111e-05
1069.2	1.4599e-05
1069.4	1.4104e-05
1069.6	1.3625e-05
1069.8	1.3182e-05
1070.0	1.2872e-05
1070.2	1.2568e-05
1070.4	1.2272e-05
1070.6	1.1983e-05
1070.8	1.17e-05
1071.0	1.1425e-05
1071.2	1.1155e-05
1071.4	1.0893e-05
1071.6	1.0636e-05
1071.8	1.0385e-05
1072.0	1.014e-05
1072.2	9.9015e-06
1072.4	9.6682e-06
1072.6	9.4403e-06
1072.8	9.2178e-06
1073.0	9.0006e-06
1073.2	8.7885e-06
1073.4	8.6475e-06
1073.6	8.6456e-06
1073.8	8.6437e-06
1074.0	8.6417e-06
1074.2	8.6398e-06
1074.4	8.6379e-06
1074.6	8.636e-06
1074.8	8.6341e-06
1075.0	8.6321e-06
1075.2	8.6302e-06
1075.4	8.6283e-06
1075.6	8.6264e-06
1075.8	8.6245e-06
1076.0	8.6225e-06
1076.2	8.6206e-06
1076.4	8.6187e-06
1076.6	8.6168e-06
1076.8	8.6149e-06
1077.0	8.613e-06
1077.2	8.611e-06
1077.4	8.6091e-06
1077.6	8.6072e-06
1077.8	8.6053e-06
1078.0	9.0966e-06
1078.2	9.7264e-06
1078.4	1.04e-05
1078.6	1.112e-05
1078.8	1.189e-05
1079.0	1.2713e-05
1079.2	1.3593e-05
1079.4	1.4534e-05
1079.6	1.5541e-05
1079.8	1.6617e-05
1080.0	1.7767e-05
1080.2	1.8997e-05
1080.4	2.0312e-05
1080.6	2.1719e-05
1080.8	2.3222e-05
1081.0	2.483e-05
1081.2	2.6549e-05
1081.4	2.8387e-05
1081.6	3.0012e-05
1081.8	3.1444e-05
1082.0	3.2945e-05
1082.2	3.4517e-05
1082.4	3.6164e-05
1082.6	3.7889e-05
1082.8	3.9697e-05
1083.0	4.1592e-05
1083.2	4.3576e-05
1083.4	4.5655e-05
1083.6	4.7834e-05
1083.8	5.0116e-05
1084.0	5.2508e-05
1084.2	5.5013e-05
1084.4	5.7638e-05
1084.6	6.0389e-05
1084.8	6.327e-05
1085.0	6.3146e-05
1085.2	6.1013e-05
1085.4	5.8953e-05
1085.6	5.6962e-05
1085.8	5.5039e-05
1086.0	5.318e-05
1086.2	5.1384e-05
1086.4	4.9649e-05
1086.6	4.7972e-05
1086.8	4.6352e-05
1087.0	4.4787e-05
1087.2	4.3275e-05
1087.4	4.1813e-05
1087.6	4.0401e-05
1087.8	3.9037e-05
1088.0	3.7719e-05
1088.2	3.6445e-05
1088.4	3.5214e-05
1088.6	3.4195e-05
1088.8	3.3527e-05
1089.0	3.2872e-05
1089.2	3.2229e-05
1089.4	3.16e-05
1089.6	3.0982e-05
1089.8	3.0377e-05
1090.0	2.9784e-05
1090.2	2.9202e-05
1090.4	2.8631e-05
1090.6	2.8072e-05
1090.8	2.7523e-05
1091.0	2.6986e-05
1091.2	2.6458e-05
1091.4	2.5941e-05
1091.6	2.5435e-05
1091.8	2.4938e-05
1092.0	2.4451e-05
1092.2	2.3973e-05
1092.4	2.3504e-05
1092.6	2.3045e-05
1092.8	2.2595e-05
1093.0	2.2154e-05
1093.2	2.1721e-05
1093.4	2.1296e-05
1093.6	2.088e-05
1093.8	2.0472e-05
1094.0	2.0072e-05
1094.2	1.968e-05
1094.4	1.9296e-05
1094.6	1.8919e-05
1094.8	1.8549e-05
1095.0	1.8187e-05
1095.2	1.8267e-05
1095.4	1.8347e-05
1095.6	1.8428e-05
1095.8	1.8509e-05
1096.0	1.8591e-05
1096.2	1.8673e-05
1096.4	1.8755e-05
1096.6	1.8838e-05
1096.8	1.8921e-05
1097.0	1.9004e-05
1097.2	1.9088e-05
1097.4	1.9172e-05
1097.6	1.9257e-05
1097.8	1.9341e-05
1098.0	1.9427e-05
1098.2	1.9512e-05
1098.4	1.9598e-05
1098.6	1.9685e-05
1098.8	1.9771e-05
1099.0	1.9859e-05
1099.2	1.9946e-05
1099.4	2.0034e-05
1099.6	2.0122e-05
1099.8	2.0211e-05
1100.0	2.03e-05
1100.2	2.0927e-05
1100.4	2.1574e-05
1100.6	2.2241e-05
1100.8	2.2928e-05
1101.0	2.3636e-05
1101.2	2.4367e-05
1101.4	2.512e-05
1101.6	2.5896e-05
1101.8	2.6696e-05
1102.0	2.7521e-05
1102.2	2.8372e-05
1102.4	2.9248e-05
1102.6	3.0152e-05
1102.8	3.1084e-05
1103.0	3.2045e-05
1103.2	3.3035e-05
1103.4	3.4056e-05
1103.6	3.5108e-05
1103.8	3.6193e-05
1104.0	3.7311e-05
1104.2	3.8464e-05
1104.4	3.9653e-05
1104.6	4.0878e-05
1104.8	4.2142e-05
1105.0	4.3444e-05
1105.2	4.309e-05
1105.4	4.2739e-05
1105.6	4.2391e-05
1105.8	4.2045e-05
1106.0	4.1703e-05
1106.2	4.1363e-05
1106.4	4.1026e-05
1106.6	4.0692e-05
1106.8	4.036e-05
1107.0	4.0031e-05
1107.2	3.9705e-05
1107.4	3.9382e-05
1107.6	3.9061e-05
1107.8	3.8743e-05
1108.0	3.8427e-05
1108.2	3.8114e-05
1108.4	3.7804e-05
1108.6	3.7496e-05
1108.8	3.719e-05
1109.0	3.6887e-05
1109.2	3.6587e-05
1109.4	3.6289e-05
1109.6	3.5993e-05
1109.8	3.57e-05
1110.0	3.5409e-05
