Wavelength [nm],#28-IR750-cutoff.csv
592.94,0.9031635540979317
593.14,0.8923780584465102
593.33,0.9105200481354441
593.53,0.8952837527825424
593.73,0.9122048369276862
593.92,0.9120502342930875
594.12,0.9231089012418308
594.32,0.9128318109430569
594.51,0.9011670886252426
594.71,0.9006677854428938
594.91,0.8928419461256201
595.11,0.9107264379459393
595.3,0.8937843934756174
595.5,0.8840946434547411
595.7,0.8850979319051352
595.89,0.8801403564643963
596.09,0.8870357888644465
596.29,0.8548405474681694
596.48,0.8661651258653966
596.68,0.8722983734079858
596.88,0.8607620729926909
597.07,0.8448150726576582
597.27,0.8380845821999455
597.47,0.8432487267962139
597.66,0.8186477709996567
597.86,0.805937141907028
598.06,0.8147434211564899
598.25,0.7997659806556102
598.45,0.7998045606738283
598.64,0.7989274494280636
598.84,0.7941402393648458
599.04,0.7871980262139301
599.23,0.7734006775151437
599.43,0.776949344007086
599.63,0.7614265503144602
599.82,0.7683690361966881
600.02,0.7623376906940145
600.22,0.7748960009467984
600.41,0.7734922338063243
600.61,0.7573938618315404
600.81,0.7425381736603475
601.0,0.7577320290591177
601.2,0.7594095013001149
601.39,0.7641472775126671
601.59,0.7542315538102983
601.79,0.7567598470800543
601.98,0.7669661172619046
602.18,0.7673838345000343
602.38,0.7870952866719054
602.57,0.7624723052168106
602.77,0.7856561437011398
602.96,0.774397957521293
603.16,0.7981348106062249
603.36,0.7900738069094413
603.55,0.792377648807043
603.75,0.7797463720610335
603.95,0.7839725158639465
604.14,0.7918723278741858
604.34,0.8046094879861656
604.53,0.812588588612429
604.73,0.8115544033740988
604.93,0.8320244498695796
605.12,0.8367324026148185
605.32,0.8593199973574419
605.51,0.848379064015171
605.71,0.863870095354955
605.91,0.8528559041309752
606.1,0.8629472681472897
606.3,0.8751654312166361
606.49,0.8812132539290745
606.69,0.8877413481496655
606.89,0.8860016069895892
607.08,0.8832678150334116
607.28,0.8791308614023824
607.47,0.8933465931794833
607.67,0.8925144625188827
607.87,0.9011313652686519
608.06,0.8904167754062323
608.26,0.9042526604176707
608.45,0.9257966397295577
608.65,0.9070711962891753
608.84,0.8980674759436195
609.04,0.8860819665124674
609.24,0.8688710696097791
609.43,0.8968276167518727
609.63,0.8789899396906733
609.82,0.8833501399589
610.02,0.8884325689065222
610.21,0.885839064547448
610.41,0.8881782073377738
610.61,0.8796313808242378
610.8,0.875541238322428
611.0,0.8812165033817551
611.19,0.8610535723458452
611.39,0.8648231427462703
611.58,0.8516329643351713
611.78,0.8553713512485768
611.98,0.8579074407736267
612.17,0.8456280861295711
612.37,0.8357104455998813
612.56,0.8306673386315178
612.76,0.8462494385243025
612.95,0.8380430179441354
613.15,0.8329954064468452
613.34,0.8116741584334599
613.54,0.8147844821924369
613.73,0.7937973572036213
613.93,0.7994816613343602
614.13,0.7930941788498751
614.32,0.7864031967015753
614.52,0.7867490537564276
614.71,0.8156826529297265
614.91,0.8071311530296531
615.1,0.799974292165008
615.3,0.8027434331692677
615.49,0.7941868593671526
615.69,0.7983754111039304
615.88,0.8112280561602524
616.08,0.8090800580460332
616.27,0.7923106735591626
616.47,0.8000411957315945
616.66,0.8109968271845933
616.86,0.8129160233257987
617.06,0.7965647958410528
617.25,0.8034826339269294
